Name,RA,DEC,GLON,GLAT,r50,n07,pmRA,e_pmRA,pmDE,e_pmDE,plx,e_plx,Flag,Age,A,D_m,D_pc,X,Y,Z,Rgc
Teutsch_61,113.661,-19.793,235.375,0.145,0.028,41,-2.277,0.084,3.145,0.098,0.31,0.045,NN,7.66,1.64,12.37,2978,-1692,-2450,7,10327
NGC_2432,115.223,-19.078,235.474,1.779,0.062,170,-0.684,0.09,1.614,0.089,0.493,0.047,NN,8.84,0.72,11.4,1901,-1077,-1565,59,9546
NGC_2367,110.031,-21.867,235.586,-3.825,0.046,35,-1.668,0.15,2.538,0.149,0.395,0.066,NN,7.15,1.34,11.79,2276,-1283,-1873,-151,9804
ESO_559_13,112.176,-20.807,235.594,-1.564,0.025,12,-1.402,0.097,1.721,0.106,0.4,0.034,NN,8.79,0.87,11.83,2318,-1309,-1912,-63,9837
UBC_225,106.635,-23.534,235.644,-7.37,0.072,30,-2.47,0.042,4.412,0.044,0.324,0.025,NN,8.83,0.44,12.21,2767,-1548,-2265,-354,10145
NGC_2479,118.762,-17.732,235.998,5.359,0.075,126,-4.318,0.1,1.053,0.078,0.626,0.058,NN,8.99,0.15,10.97,1562,-869,-1289,145,9299
UBC_459,115.101,-19.743,235.999,1.339,0.063,30,-1.032,0.06,1.072,0.077,0.369,0.021,NN,9.03,0.86,11.9,2396,-1339,-1986,55,9881
Haffner_5,109.493,-22.66,236.059,-4.635,0.06,180,0.965,0.103,-4.06,0.111,0.571,0.052,NN,9.67,0.76,11.14,1692,-942,-1399,-136,9387
Ruprecht_19,111.48,-21.844,236.198,-2.627,0.134,38,-2.605,0.058,3.841,0.092,0.679,0.042,NN,7.86,0.31,10.75,1409,-783,-1170,-64,9198
Czernik_31,114.238,-20.515,236.27,0.266,0.038,71,-1.946,0.107,3.035,0.116,0.295,0.051,NN,7.47,1.43,12.65,3396,-1885,-2824,15,10608
NGC_2421,114.051,-20.627,236.283,0.059,0.096,406,-3.131,0.088,3.097,0.096,0.343,0.049,NN,7.82,1.15,12.14,2683,-1489,-2231,2,10079
vdBergh_83,100.025,-27.189,236.448,-14.329,0.151,48,-2.896,0.193,3.199,0.234,1.034,0.093,NN,7.49,0.51,9.76,897,-480,-724,-222,8850
UBC_460,113.818,-21.318,236.782,-0.475,0.151,50,-2,0.079,3.19,0.102,0.296,0.019,NN,7.51,0.97,12.35,2946,-1613,-2464,-24,10254
Ruprecht_34,116.478,-20.386,237.197,2.154,0.068,43,-2.129,0.087,1.044,0.101,0.357,0.095,NN,8.66,0.49,12.01,2525,-1367,-2121,94,9936
Gulliver_21,106.961,-25.462,237.519,-7.965,0.364,121,-1.929,0.118,4.205,0.141,1.504,0.05,NN,8.44,0.13,9.13,670,-356,-560,-92,8714
Alessi_13,51.762,-35.821,237.532,-55.941,1.361,48,36.332,0.931,-4.709,0.851,9.584,0.253,manual,7.55,0.1,5.11,105,-31,-49,-87,8371
LP_589,119.812,-19.126,237.713,5.496,0.063,98,-1.387,0.101,0.501,0.062,0.312,0.043,NN,8.49,0.23,12.41,3037,-1614,-2555,290,10277
NGC_2509,120.201,-19.056,237.844,5.847,0.06,222,-2.708,0.076,0.764,0.075,0.363,0.039,NN,9.18,0.23,11.99,2495,-1321,-2101,254,9887
FSR_1284,109.992,-24.535,237.94,-5.096,0.042,38,-0.983,0.062,1.357,0.049,0.392,0.04,NN,8.77,0.84,11.84,2330,-1231,-1966,-206,9771
ASCC_32,105.714,-26.512,237.976,-9.433,0.656,186,-3.307,0.181,3.477,0.127,1.23,0.062,NN,7.4,0.26,9.53,805,-421,-673,-132,8787
Ruprecht_23,112.665,-23.383,238.074,-2.399,0.086,96,-2.078,0.09,1.56,0.098,0.341,0.045,NN,8.61,1.49,12.18,2724,-1439,-2309,-114,10048
NGC_2362,109.671,-24.954,238.178,-5.547,0.052,144,-2.791,0.184,2.953,0.161,0.742,0.074,NN,6.76,0.37,10.64,1341,-703,-1134,-129,9114
Trumpler_7,111.849,-23.949,238.216,-3.325,0.066,102,-2.484,0.122,3.329,0.114,0.554,0.066,NN,7.82,0.78,11.17,1712,-900,-1453,-99,9354
NGC_2455,117.284,-21.298,238.364,2.346,0.093,106,-2.76,0.078,2.712,0.065,0.294,0.043,NN,8.51,0.62,12.45,3090,-1619,-2629,126,10301
NGC_2354,108.503,-25.724,238.383,-6.838,0.152,265,-2.885,0.106,1.832,0.111,0.753,0.035,NN,9.15,0.35,10.68,1370,-713,-1158,-163,9127
Ruprecht_33,116.445,-21.915,238.505,1.362,0.085,50,-1.384,0.069,0.058,0.068,0.417,0.051,NN,8.43,0.82,11.87,2370,-1237,-2020,56,9788
Ruprecht_25,114.192,-23.387,238.756,-1.174,0.015,24,-1.101,0.149,1.993,0.203,0.123,0.061,NN,8.5,1.44,14.71,8740,-4532,-7471,-179,14883
NGC_2243,97.395,-31.282,239.478,-18.011,0.046,506,-1.279,0.126,5.488,0.126,0.211,0.06,NN,9.64,0.02,12.85,3719,-1796,-3047,-1150,10584
FSR_1297,110.984,-25.879,239.554,-4.926,0.049,25,-2.775,0.183,3.314,0.236,0.754,0.053,tooRed,---,---,---,---,---,---,---,---
UBC_228,118.378,-22.392,239.824,2.664,0.078,40,-2.26,0.053,2.115,0.071,0.307,0.042,NN,8.91,0.52,12.31,2896,-1454,-2500,134,10108
Ruprecht_18,111.16,-26.213,239.923,-4.942,0.085,198,-0.487,0.08,1.127,0.102,0.364,0.044,NN,8.11,1.43,12.12,2655,-1326,-2289,-228,9933
NGC_2447,116.141,-23.853,240.043,0.149,0.202,731,-3.551,0.158,5.068,0.167,0.968,0.055,NN,8.76,0.05,10.04,1018,-508,-882,2,8892
Ruprecht_29,115.279,-24.377,240.107,-0.794,0.059,31,-2.138,0.059,1.617,0.092,0.44,0.048,NN,8.38,0.37,11.53,2020,-1006,-1751,-27,9509
UBC_229,119.27,-22.796,240.605,3.153,0.09,58,-2.99,0.066,2.85,0.061,0.376,0.04,NN,8.05,0.56,12.04,2554,-1251,-2222,140,9846
UBC_230,114.521,-25.378,240.642,-1.889,0.094,58,-2.65,0.063,3.201,0.078,0.485,0.035,NN,7.87,0.68,11.39,1894,-928,-1650,-62,9414
NGC_2448,116.034,-24.837,240.846,-0.427,0.267,121,-3.432,0.085,2.941,0.113,0.878,0.047,NN,7.98,0.12,10.26,1128,-549,-985,-8,8944
Alessi_18,114.295,-26.386,241.421,-2.555,0.019,24,-1.261,0.142,1.79,0.3,0.126,0.08,NN,6.71,2.48,14.29,7199,-3440,-6315,-320,13366
UBC_461,119.21,-23.815,241.456,2.605,0.187,72,-2.657,0.102,3.113,0.075,0.286,0.024,NN,7.68,0.45,12.53,3210,-1532,-2817,145,10266
UBC_462,118.846,-24.033,241.465,2.183,0.11,8,-2.659,0.081,3.041,0.042,0.287,0.016,NN,7.6,0,12.65,3381,-1614,-2968,128,10387
Ruprecht_32,116.3,-25.539,241.575,-0.569,0.043,13,-2.024,0.09,3.081,0.042,0.181,0.02,notEnoughStars,---,---,---,---,---,---,---,---
Ruprecht_27,114.423,-26.516,241.591,-2.518,0.084,117,-1.23,0.07,0.428,0.075,0.469,0.04,NN,8.75,0.91,11.57,2063,-980,-1813,-90,9495
NGC_2482,118.787,-24.263,241.624,2.022,0.149,115,-4.722,0.094,2.189,0.1,0.72,0.053,NN,8.54,0.32,10.54,1285,-610,-1129,45,9021
UBC_636,118.829,-24.32,241.704,2.034,0.052,14,-1.957,0.036,1.838,0.042,0.324,0.014,NN,8.25,0.66,12.28,2852,-1351,-2510,101,10011
UBC_231,115.551,-26.305,241.905,-1.538,0.081,35,-2.263,0.067,2.214,0.08,0.31,0.022,NN,8.07,0.78,12.31,2896,-1363,-2554,-77,10034
Haffner_16,117.586,-25.458,242.091,0.473,0.031,83,-2.811,0.098,2.991,0.104,0.293,0.054,NN,7.92,0.38,12.56,3244,-1518,-2867,26,10267
UBC_232,120.07,-24.269,242.243,3.021,0.055,23,-2.694,0.087,1.038,0.047,0.293,0.014,NN,8.58,0.34,12.54,3228,-1501,-2852,170,10246
UBC_463,116.554,-26.202,242.26,-0.707,0.042,12,-3.726,0.072,3.053,0.092,0.447,0.008,NN,7.77,0.13,11.53,2027,-943,-1794,-25,9455
UBC_637,123.755,-22.189,242.291,6.997,0.032,28,-2.149,0.112,2.021,0.072,0.183,0.026,NN,9.22,0.33,13.35,4684,-2161,-4116,570,11279
UBC_638,123.753,-22.201,242.303,6.98,0.011,10,-2.116,0.04,2.002,0.109,0.088,0.021,NN,9.2,0.55,13.95,6167,-2845,-5420,749,12429
Haffner_11,113.855,-27.708,242.388,-3.539,0.048,140,-1.465,0.124,3.149,0.113,0.138,0.061,NN,8.97,1.56,13.74,5605,-2593,-4957,-346,12004
UBC_233,112.783,-28.377,242.521,-4.686,0.117,56,-0.833,0.064,0.72,0.076,0.401,0.031,NN,8.66,0.59,11.9,2395,-1101,-2118,-195,9676
Ruprecht_36,117.096,-26.287,242.582,-0.327,0.045,60,-2.768,0.132,0.903,0.111,0.34,0.06,NN,7.75,0.63,12.16,2706,-1246,-2402,-15,9883
UBC_464,113.533,-28.127,242.616,-4.011,0.165,62,-2.852,0.063,3.672,0.104,0.294,0.026,NN,7.15,1.06,12.59,3294,-1511,-2918,-230,10274
UBC_465,118.863,-25.412,242.652,1.455,0.162,78,-2.379,0.126,2.7,0.087,0.187,0.027,NN,7.61,0.68,13.4,4780,-2195,-4244,121,11358
Haffner_7,110.734,-29.502,242.677,-6.801,0.032,76,-1.541,0.092,2.966,0.102,0.199,0.05,NN,8.94,0.47,13.19,4350,-1983,-3838,-515,11013
Collinder_132,108.485,-30.758,242.923,-9.104,1.333,86,-4.14,0.193,3.732,0.148,1.501,0.087,NN,7.39,0,8.98,624,-280,-549,-98,8638
Haffner_19,118.193,-26.274,243.071,0.526,0.017,39,-2.494,0.123,2.507,0.119,0.169,0.059,NN,7.56,0.8,13.69,5472,-2478,-4878,50,11867
Trumpler_9,118.911,-25.888,243.073,1.278,0.037,119,-3.402,0.104,3.069,0.099,0.339,0.063,NN,7.5,0.73,12.04,2554,-1156,-2276,56,9765
UBC_466,116.362,-27.239,243.074,-1.372,0.036,35,-1.044,0.069,2.936,0.074,0.169,0.017,NN,8.6,1.53,13.32,4609,-2086,-4109,-110,11207
Haffner_18,118.168,-26.387,243.157,0.449,0.032,62,-2.548,0.098,2.67,0.139,0.185,0.055,NN,7.15,1.52,13.53,5083,-2295,-4535,39,11561
FSR_1315,117.159,-26.974,243.202,-0.626,0.08,38,-2.435,0.079,3.123,0.106,0.208,0.048,NN,7.91,0.82,13.25,4458,-2009,-3979,-48,11088
UBC_639,117.422,-26.833,243.222,-0.362,0.046,11,-2.121,0.036,2.706,0.093,0.148,0.009,notEnoughStars,---,---,---,---,---,---,---,---
NGC_2453,116.894,-27.194,243.273,-0.941,0.033,108,-2.336,0.08,3.414,0.092,0.205,0.055,NN,7.4,1.26,13.26,4486,-2017,-4006,-73,11105
Ruprecht_42,119.407,-25.92,243.333,1.642,0.03,45,-1.911,0.12,2.191,0.126,0.121,0.076,NN,8.53,0.96,14.08,6560,-2943,-5860,188,12714
Ruprecht_41,118.443,-26.992,243.803,0.349,0.064,39,-2.593,0.112,3.554,0.093,0.195,0.047,NN,8.16,0.98,13.18,4322,-1907,-3878,26,10957
Haffner_14,116.182,-28.384,243.987,-2.082,0.081,162,-1.821,0.073,1.728,0.092,0.226,0.041,NN,8.46,1.52,13.07,4108,-1800,-3689,-149,10790
LP_947,118.61,-27.518,244.329,0.205,0.065,89,-4.264,0.094,3.683,0.103,0.333,0.051,NN,9.13,1.22,12.3,2889,-1251,-2604,10,9939
SAI_81,118.036,-28.12,244.585,-0.54,0.056,62,-2.003,0.059,2.944,0.059,0.21,0.033,NN,8.21,1.53,13.34,4646,-1994,-4196,-43,11153
UBC_21,130.455,-20.747,244.679,12.944,1.083,47,-6.5,0.224,2.464,0.177,1.118,0.026,NN,8.48,0.1,9.82,919,-383,-810,205,8760
Haffner_21,120.288,-27.212,244.846,1.636,0.029,58,-1.432,0.097,1.563,0.089,0.286,0.054,NN,8.43,0.59,12.49,3143,-1335,-2843,89,10084
UBC_467,123.177,-25.657,244.924,4.655,0.05,31,-3.054,0.051,2.122,0.05,0.168,0.028,NN,9.16,0.18,13.55,5122,-2163,-4624,415,11476
Collinder_140,110.882,-31.966,244.943,-7.818,0.568,124,-8.074,0.277,4.789,0.258,2.594,0.105,NN,7.43,0,7.95,388,-162,-348,-52,8510
Haffner_13,115.209,-30.073,245.035,-3.656,0.327,197,-6.184,0.26,5.879,0.193,1.742,0.074,NN,7.31,0,8.75,562,-236,-508,-35,8591
UBC_235,117.326,-29.349,245.331,-1.719,0.09,31,-4.254,0.072,2.774,0.094,0.557,0.025,NN,8.04,0.72,11.15,1701,-709,-1545,-51,9180
UBC_640,120.586,-27.873,245.544,1.51,0.102,39,-2.483,0.093,3.152,0.092,0.185,0.02,NN,7.94,0.71,13.36,4692,-1941,-4270,123,11133
Ruprecht_28,114.9,-30.933,245.657,-4.309,0.048,110,-2.567,0.108,3.854,0.122,0.198,0.05,NN,9.07,0.83,13.14,4240,-1743,-3853,-318,10794
Ruprecht_44,119.708,-28.558,245.722,0.492,0.038,57,-2.381,0.069,2.935,0.063,0.152,0.037,NN,7.16,1.64,13.8,5753,-2365,-5244,49,11921
Czernik_32,117.62,-29.853,245.89,-1.737,0.036,162,-2.962,0.118,2.48,0.123,0.196,0.068,NN,9.05,2.17,13.08,4139,-1690,-3777,-125,10717
Ruprecht_43,119.697,-28.805,245.927,0.355,0.032,1,-2.23,0.111,3.041,0.105,0.105,0.032,notEnoughStars,---,---,---,---,---,---,---,---
UBC_236,117.653,-29.945,245.987,-1.768,0.048,35,-2.733,0.065,3.426,0.077,0.28,0.032,NN,7.26,2.13,12.63,3356,-1365,-3064,-103,10177
NGC_2527,121.246,-28.122,246.069,1.872,0.408,340,-5.549,0.229,7.275,0.212,1.536,0.07,NN,8.84,0.36,9.11,664,-269,-607,21,8630
UBC_468,116.591,-30.762,246.132,-2.94,0.206,40,-2.389,0.084,3.302,0.134,0.221,0.014,NN,7.04,1.33,13.1,4164,-1682,-3803,-213,10720
UBC_237,118.572,-29.718,246.19,-0.958,0.098,45,-2.428,0.069,2.097,0.063,0.541,0.025,NN,7.82,0.9,11.26,1789,-722,-1636,-29,9208
UBC_641,116.01,-31.135,246.292,-3.586,0.106,12,-2.331,0.083,3.232,0.065,0.248,0.007,notEnoughStars,---,---,---,---,---,---,---,---
NGC_2439,115.194,-31.694,246.446,-4.462,0.071,489,-2.283,0.093,3.159,0.102,0.232,0.047,NN,7.07,1.33,12.85,3707,-1477,-3388,-288,10385
UBC_642,130.42,-22.955,246.46,11.613,0.154,14,-3.05,0.199,2.815,0.126,0.319,0.033,notEnoughStars,---,---,---,---,---,---,---,---
Ruprecht_35,116.548,-31.278,246.656,-3.253,0.038,35,-2.256,0.053,3.136,0.057,0.243,0.03,NN,7.74,1.49,12.99,3970,-1570,-3639,-225,10557
NGC_2489,119.064,-30.06,246.71,-0.77,0.066,250,-2.529,0.099,2.102,0.108,0.465,0.039,NN,8.39,1.19,11.79,2276,-900,-2091,-30,9473
Haffner_22,123.108,-27.913,246.783,3.366,0.078,146,-1.638,0.075,2.878,0.058,0.329,0.033,NN,9.39,0.33,12.24,2802,-1102,-2571,164,9786
Haffner_20,119.061,-30.369,246.974,-0.933,0.017,44,-2.294,0.092,3.407,0.111,0.178,0.043,NN,8.29,1.8,13.19,4341,-1698,-3995,-70,10804
UBC_469,116.589,-32.266,247.494,-3.705,0.138,30,-2.243,0.134,3.363,0.076,0.249,0.013,NN,7.82,1.88,12.56,3251,-1242,-2997,-210,10040
FSR_1335,123.012,-28.986,247.636,2.708,0.014,15,-2.67,0.033,3.172,0.125,0.131,0.036,NN,7.05,1.03,14.21,6961,-2645,-6430,328,12729
Haffner_17,117.899,-31.812,247.699,-2.529,0.027,98,-1.195,0.113,1.859,0.122,0.247,0.062,NN,8.1,2.99,12.61,3331,-1263,-3079,-147,10084
NGC_2533,121.773,-29.872,247.792,1.32,0.055,86,-3.189,0.077,5.041,0.056,0.329,0.039,NN,9.02,0.9,12.1,2631,-994,-2435,60,9647
Haffner_15,116.38,-32.846,247.946,-4.158,0.031,151,-2.154,0.106,3.289,0.13,0.238,0.051,NN,7.41,3.13,12.91,3811,-1427,-3523,-276,10383
Arp_Madore_2,114.683,-33.845,248.123,-5.884,0.026,29,-0.513,0.156,1.225,0.123,0.039,0.06,NN,9.48,1.49,15.35,11751,-4355,-10848,-1204,16699
FSR_1342,119.487,-31.511,248.139,-1.216,0.036,66,-2.375,0.104,2.693,0.116,0.229,0.053,NN,7.41,2.42,13.21,4384,-1632,-4068,-93,10770
ESO_368_14,116.751,-32.959,248.201,-3.944,0.026,25,-1.938,0.167,3.561,0.145,0.222,0.062,NN,7.97,3.29,13.14,4254,-1576,-3941,-292,10670
Ruprecht_50,120.872,-30.873,248.221,0.128,0.038,37,-1.726,0.067,2.352,0.073,0.414,0.035,NN,8.66,0.61,11.67,2157,-800,-2003,4,9357
Ruprecht_47,120.57,-31.074,248.255,-0.199,0.042,52,-2.5,0.074,2.727,0.076,0.234,0.041,NN,7.47,0.93,12.85,3720,-1378,-3455,-12,10314
UBC_470,121.799,-30.88,248.653,0.796,0.063,22,-2.654,0.089,3.174,0.1,0.251,0.011,NN,7.51,0.86,13.02,4012,-1460,-3736,55,10488
UBC_7,106.786,-37.729,248.742,-13.345,0.593,77,-9.703,0.199,6.982,0.216,3.558,0.064,manual,7.5,0.1,7.21,276,-97,-250,-63,8441
UBC_238,117.053,-33.703,248.954,-4.079,0.172,120,-2.118,0.121,3.121,0.101,0.241,0.023,NN,7.29,3.02,12.72,3492,-1250,-3251,-248,10126
UBC_239,123.763,-30.155,248.961,2.607,0.078,45,-3.623,0.087,1.947,0.072,0.467,0.03,NN,8.44,0.19,11.66,2147,-770,-2002,97,9327
Collinder_135,109.362,-37.044,248.989,-11.201,1.138,324,-9.975,0.445,6.157,0.35,3.278,0.117,NN,7.42,0.01,7.33,292,-102,-267,-56,8446
NGC_2571,124.723,-29.775,249.121,3.511,0.127,150,-4.902,0.143,4.246,0.13,0.732,0.071,NN,7.43,0.29,10.62,1329,-473,-1240,81,8899
Ruprecht_48,120.681,-32.045,249.127,-0.634,0.023,61,-2.517,0.105,2.827,0.092,0.235,0.038,NN,8.05,0.92,12.98,3945,-1405,-3686,-43,10419
FSR_1352,116.614,-34.287,249.298,-4.706,0.033,16,-1.981,0.057,3.148,0.064,0.24,0.023,NN,6.54,2.57,12.81,3643,-1283,-3397,-298,10205
ESO_368_11,116.086,-34.628,249.378,-5.252,0.051,107,-0.853,0.112,2.278,0.14,0.429,0.042,NN,8.77,1.11,11.63,2117,-742,-1973,-193,9294
NGC_2587,125.861,-29.503,249.457,4.48,0.116,122,-4.248,0.088,3.586,0.11,0.295,0.051,NN,8.5,0.45,12.53,3206,-1121,-2993,250,9924
Haffner_26,123.911,-30.851,249.623,2.328,0.066,52,-1.588,0.058,2.37,0.065,0.303,0.039,NN,8.73,0.46,12.23,2788,-970,-2612,113,9669
NGC_2567,124.645,-30.631,249.793,2.975,0.064,67,-2.955,0.076,2.58,0.091,0.542,0.033,NN,8.5,0.49,11.19,1726,-595,-1618,89,9080
NGC_2580,125.371,-30.306,249.878,3.674,0.036,27,-2.307,0.069,1.91,0.073,0.194,0.029,NN,8.73,0.32,13.09,4154,-1426,-3893,266,10513
BH_19,121.768,-32.355,249.881,-0.022,0.025,45,-2.897,0.101,3.547,0.141,0.19,0.059,NN,8.49,1.96,13.3,4563,-1569,-4285,-1,10796
Ruprecht_54,122.844,-31.947,250.035,0.964,0.036,66,-2.66,0.083,3.124,0.071,0.193,0.055,NN,8.44,0.99,13.43,4858,-1658,-4565,81,10991
UBC_240,121.312,-33.036,250.252,-0.702,0.066,46,-1.911,0.072,2.281,0.086,0.363,0.03,NN,8.13,1.05,12.08,2608,-881,-2454,-31,9542
UBC_471,121.561,-33.053,250.377,-0.548,0.084,49,-2.828,0.078,3.775,0.147,0.193,0.027,NN,8.85,0.91,13.21,4389,-1473,-4134,-41,10649
Ruprecht_58,123.71,-31.938,250.432,1.582,0.046,129,-2.68,0.093,1.388,0.09,0.266,0.053,NN,8.52,0.8,12.54,3218,-1077,-3031,88,9893
Kronberger_85,119.59,-34.77,250.967,-2.842,0.025,29,-1.265,0.156,2.815,0.228,0.069,0.113,tooRed,---,---,---,---,---,---,---,---
UBC_643,120.5,-34.388,251.031,-2.001,0.046,18,-1.471,0.058,2.138,0.059,0.215,0.016,notEnoughStars,---,---,---,---,---,---,---,---
FSR_1360,120.392,-34.483,251.068,-2.13,0.043,54,-1.798,0.137,2.838,0.112,0.375,0.051,NN,8.19,1.24,11.89,2386,-773,-2256,-88,9389
UBC_241,127.069,-31.007,251.299,4.467,0.045,43,-3.011,0.094,3.276,0.077,0.183,0.037,NN,8.25,0.58,13.21,4389,-1403,-4144,341,10587
UPK_495,105.863,-40.886,251.37,-15.409,0.939,39,-2.506,0.195,5.659,0.273,1.454,0.085,NN,8.64,0.05,9.1,660,-203,-603,-175,8564
FSR_1361,117.656,-36.401,251.561,-5.028,0.109,199,-2.531,0.084,4.006,0.076,0.359,0.039,NN,8.46,1.73,12.17,2721,-857,-2571,-238,9550
NGC_2627,129.309,-29.952,251.579,6.65,0.087,313,-2.381,0.118,2.879,0.106,0.521,0.04,NN,9.27,0.15,11.32,1837,-576,-1731,212,9083
UBC_644,122.523,-34.046,251.641,-0.388,0.077,17,-2.596,0.1,2.7,0.052,0.198,0.015,NN,8.35,0.97,13.06,4086,-1287,-3878,-27,10378
UBC_472,120.76,-35.07,251.721,-2.185,0.05,32,-1.204,0.088,1.334,0.083,0.485,0.024,NN,9.33,1.58,11.48,1977,-619,-1876,-75,9154
UBC_473,122.648,-34.297,251.916,-0.46,0.025,24,-2.637,0.085,2.567,0.048,0.168,0.027,NN,8.87,0.78,13.27,4498,-1396,-4276,-36,10634
UBC_474,124.866,-33.216,252.035,1.678,0.122,66,-2.692,0.084,3.26,0.115,0.162,0.023,NN,8.87,0.54,13.49,4990,-1538,-4745,146,10959
UBC_645,123.855,-33.814,252.065,0.623,0.152,39,-2.198,0.131,3.124,0.109,0.166,0.012,NN,8.97,0.3,13.51,5034,-1550,-4789,54,10989
UBC_475,123.892,-33.904,252.147,0.607,0.031,19,-2.879,0.08,2.907,0.073,0.488,0.02,NN,7.6,0.65,11.51,2004,-614,-1907,21,9155
FSR_1363,122.655,-34.616,252.182,-0.629,0.034,23,-1.465,0.05,1.98,0.06,0.24,0.035,NN,8.35,0.65,12.84,3691,-1129,-3514,-40,10100
NGC_2588,125.797,-32.972,252.279,2.454,0.019,34,-1.884,0.096,2.521,0.096,0.199,0.062,NN,8.74,0.8,13.35,4673,-1421,-4448,200,10727
NGC_2451B,116.128,-37.954,252.309,-6.856,0.625,283,-9.671,0.409,4.702,0.281,2.719,0.095,NN,7.61,0.18,7.79,361,-108,-341,-43,8455
UBC_646,124.111,-34.057,252.382,0.705,0.085,20,-2.529,0.101,3.28,0.074,0.105,0.014,NN,7.36,0.67,14.02,6358,-1924,-6059,78,11919
NGC_2451A,115.736,-38.264,252.431,-7.276,1.146,331,-21.116,0.853,15.328,0.708,5.165,0.117,NN,7.55,0,6.46,195,-58,-185,-24,8400
Gulliver_36,123.185,-35.111,252.834,-0.537,0.14,96,-0.236,0.078,0.609,0.071,0.725,0.042,NN,8.87,0.47,10.59,1311,-387,-1253,-12,8816
Teutsch_50,121.787,-36.057,253.008,-2.006,0.023,15,-2.899,0.135,2.327,0.079,0.229,0.062,NN,8.79,3.06,13.38,4736,-1383,-4526,-165,10725
UBC_476,126.579,-33.835,253.364,2.485,0.061,54,-3.113,0.095,2.691,0.099,0.203,0.023,NN,7.94,1,13.05,4071,-1164,-3897,176,10272
Ruprecht_61,126.327,-34.135,253.487,2.148,0.03,17,-2.556,0.203,3.866,0.185,0.271,0.08,notEnoughStars,---,---,---,---,---,---,---,---
NGC_2477,118.046,-38.537,253.571,-5.838,0.15,1713,-2.449,0.169,0.87,0.192,0.665,0.037,NN,9.05,0.68,10.8,1442,-405,-1376,-146,8853
SAI_86,122.055,-36.606,253.588,-2.121,0.038,78,-3.111,0.118,2.931,0.116,0.219,0.05,NN,8.75,1.72,12.8,3630,-1025,-3480,-134,9990
BH_23,123.449,-36.329,253.969,-1.03,0.372,86,-7.101,0.258,7.35,0.154,2.257,0.103,NN,7.46,0,8.32,462,-127,-444,-8,8479
Ivanov_8,124.794,-35.658,254.02,0.247,0.012,14,-2.375,0.151,3.543,0.12,0.088,0.06,tooRed,---,---,---,---,---,---,---,---
Gulliver_3,122.536,-37.244,254.333,-2.144,0.035,34,-2.962,0.086,4.106,0.109,0.191,0.073,NN,8.18,1.45,13.23,4435,-1196,-4267,-165,10448
Gulliver_4,122.164,-37.5,254.386,-2.531,0.079,54,-2.912,0.061,3.033,0.062,0.3,0.04,NN,9.06,0.94,12.19,2747,-738,-2643,-121,9455
NGC_2658,130.868,-32.662,254.561,6.071,0.061,358,-2.481,0.077,2.269,0.091,0.197,0.048,NN,8.7,0.64,13.04,4055,-1073,-3886,428,10184
Gulliver_2,122.883,-37.404,254.617,-2,0.073,59,-4.951,0.095,4.576,0.119,0.696,0.056,NN,6.82,0.51,10.69,1375,-364,-1325,-48,8805
NGC_2546,123.082,-37.661,254.919,-2.009,0.229,122,-3.757,0.095,3.862,0.139,1.034,0.052,NN,8.15,0.43,9.85,934,-242,-901,-32,8630
Collinder_185,125.833,-36.349,255.067,0.545,0.125,58,-4.924,0.111,3.879,0.139,0.626,0.046,NN,7.79,0.61,10.97,1564,-403,-1511,14,8872
Pismis_1,124.58,-37.102,255.116,-0.709,0.025,56,-2.611,0.114,3.966,0.086,0.145,0.039,NN,7.47,1.69,13.77,5666,-1455,-5475,-70,11222
UPK_502,124.371,-37.798,255.586,-1.267,0.147,44,-8.119,0.182,5.621,0.191,1.397,0.05,NN,7.86,0.17,9.27,715,-177,-692,-15,8546
NGC_2635,129.619,-34.777,255.61,3.96,0.057,136,-2.503,0.082,2.185,0.091,0.142,0.057,manual,8.6,0.9,13.5,5011,-1242,-4843,346,10736
Gulliver_10,123.09,-38.676,255.772,-2.561,0.183,42,-4.443,0.24,4.965,0.154,1.652,0.083,NN,6.97,0.62,8.94,613,-150,-593,-27,8511
FSR_1378,120.304,-40.676,256.313,-5.443,0.069,134,-5.659,0.102,11.934,0.105,0.588,0.038,NN,9.35,1.11,10.99,1578,-371,-1526,-149,8844
FSR_1380,122.764,-39.994,256.738,-3.493,0.036,53,-2.221,0.106,1.87,0.161,0.26,0.076,NN,9.01,2.47,12.56,3245,-743,-3153,-197,9614
Gulliver_44,127.249,-38.095,257.143,0.452,0.189,143,-0.666,0.136,2.301,0.132,0.785,0.053,NN,8.65,0.78,10.44,1227,-273,-1196,9,8695
ESO_311_21,120.415,-41.596,257.145,-5.852,0.045,56,-2.852,0.151,5.51,0.197,0.16,0.049,NN,9.41,1.83,13.68,5445,-1205,-5280,-555,10908
Ruprecht_68,131.147,-35.9,257.266,4.259,0.074,329,-2.619,0.111,5.61,0.127,0.301,0.058,NN,9.26,1.09,12.41,3040,-668,-2957,225,9481
Alessi_3,109.275,-46.142,257.449,-15.064,1.541,164,-9.875,0.447,11.958,0.515,3.566,0.134,NN,8.8,0.14,7.37,297,-62,-280,-77,8407
Pismis_3,127.834,-38.64,257.853,0.503,0.113,980,-4.809,0.153,6.645,0.186,0.403,0.069,NN,9.5,2.35,11.86,2349,-494,-2296,20,9128
