GLON,GLAT,Diam-a,Diam-b,Name,Class1,Class2,recno,RA_ICRS,DE_ICRS
319.25,2.94,1.0,1.0,Teutsch 244                                                                                                     ,OCC  ,     ,9019,223.03015,-56.0602
319.42,-0.1,1.8,1.8,"VVV 45,VVV-CL 045                                                                                               ",OCC  ,     ,9024,225.941,-58.66984
319.45,-0.02,1.3,1.3,"VVV 44,VVV-CL 044                                                                                               ",OCC  ,     ,9025,225.91675,-58.58534
319.9,-1.35,0.7,0.7,"VVV 47,VVV-CL 047                                                                                               ",OCC  ,     ,9031,227.96499,-59.51379
320.13,-2.64,2.5,2.5,Bica 499                                                                                                        ,OCC  ,     ,9038,229.70676,-60.49301
320.57,5.75,5.0,5.0,Ferrero 24a                                                                                                     ,OCC  ,     ,9061,222.89035,-52.95834
320.87,-0.4,1.0,1.0,"VVV 49,VVV-CL 049                                                                                               ",OCC  ,     ,9071,228.62338,-58.19953
322.28,0.3,1.7,1.7,"VVV 51,VVV-CL 051                                                                                               ",OCC  ,     ,9105,230.16014,-56.85876
326.32,-10.6,30.0,30.0,Teutsch 252                                                                                                     ,OCC  ,     ,9191,250.45479,-62.47429
327.62,-0.54,4.0,4.0,Teutsch 246                                                                                                     ,OCC  ,     ,9257,238.67766,-54.38028
328.51,-0.34,3.0,3.0,Teutsch 247                                                                                                     ,OCC  ,     ,9294,239.61836,-53.6546
329.23,0.15,1.1,1.1,"LS 280,La Serena 280                                                                                            ",OCC  ,     ,9315,239.9997,-52.81412
329.32,0.27,2.5,2.0,"LS 279,La Serena 279                                                                                            ",OCC  ,     ,9319,239.98309,-52.66446
329.38,-3.13,9.0,9.0,"Collinder 299,OCL 952,ESO 179-1                                                                                 ",OCC  ,     ,9322,243.94308,-55.13981
330.04,0.75,0.8,0.8,"VVV 105,VVV-CL 105                                                                                              ",OCC  ,     ,9354,240.35956,-51.83042
330.04,-2.1,1.0,1.0,Teutsch 248                                                                                                     ,OCC  ,     ,9355,243.53713,-53.93975
330.12,-2.97,2.0,2.0,Teutsch 249                                                                                                     ,OCC  ,     ,9357,244.66934,-54.51003
332.41,-1.33,0.9,0.9,"VVV 70,VVV-CL 070                                                                                               ",OCC  ,     ,9479,245.45512,-51.73444
334.05,-4.42,1.0,1.0,Teutsch 253                                                                                                     ,OCC  ,     ,9585,250.96792,-52.63615
337.03,-6.16,2.0,2.0,Alessi 87                                                                                                       ,OCC  ,     ,9709,256.19395,-51.41233
