"name","N_ucc","ucc_plx","ucc_pm_disp","N_h23","h23_plx","h23_pm_disp","h23_r50","CMDCl50","N_cg20","cg20_plx","cg20_pm_disp","cg20_r50","CST","C_lkl","C_dens","N_50","r_50_pc"
"ubc1472",25,0.416,0.055,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.51,0.9,0,3.15
"lisc3694",25,0.253,0.085,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.28,0.31,0,7.24
"fsr1521",894,0.279,0.478,291.0,0.248,0.227,3.83,0.055,68.0,0.163,0.397,5.21,22.68565059,1.0,0.52,894,5.0
"hsc2284",75,0.126,0.149,34.0,0.093,0.13,6.21,0.09,"nan","nan","nan","nan",3.79204204,0.34,0.5,75,7.62
"lisc3647",25,0.196,0.078,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.32,1,12.62
"hsc2286",25,0.541,0.065,19.0,0.512,0.08,2.11,1.0,"nan","nan","nan","nan",4.21474989,0.9,0.61,25,5.0
"ascc53",25,0.256,0.32,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.41,0.29,0,3.3
"hsc2307",25,3.119,2.069,12.0,3.101,0.726,7.35,0.999,"nan","nan","nan","nan",3.77658622,0.12,0.3,0,3.51
"hsc2287",62,0.154,0.098,29.0,0.106,0.095,2.08,0.42,"nan","nan","nan","nan",4.9324096,0.87,0.64,62,11.14
"ascc55",25,0.389,0.29,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.24,0.31,0,1.79
"oc0531",39,0.545,0.073,33.0,0.512,0.12,3.15,0.999,"nan","nan","nan","nan",4.07223892,0.59,0.59,39,5.5
"oc0530",50,0.372,0.073,51.0,0.343,0.096,2.79,1.0,"nan","nan","nan","nan",10.03622808,0.89,0.82,50,2.89
"hsc2288",25,0.722,0.293,55.0,0.7,0.194,7.99,0.996,"nan","nan","nan","nan",7.65086377,0.38,0.29,0,1.77
"vdbh87",265,0.44,0.173,373.0,0.428,0.186,3.07,0.895,177.0,0.424,0.211,2.77,25.57995004,1.0,0.78,265,2.64
"oc0532",99,0.466,0.098,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.8,0.82,99,2.18
"fof780",25,0.372,0.07,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.84,0.83,0,1.09
"cwnu2185",25,0.374,0.134,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.45,0,1.63
"ngc3228",244,2.098,0.474,200.0,2.072,0.456,2.39,0.99,117.0,2.034,0.427,4.39,21.37963782,1.0,0.87,244,4.24
"hsc2289",40,0.581,0.141,31.0,0.544,0.159,3.87,0.971,"nan","nan","nan","nan",6.20553826,0.82,0.46,40,6.21
"ubc1473",66,0.391,0.092,150.0,0.367,0.149,8.69,0.134,"nan","nan","nan","nan",12.31702325,0.71,0.82,66,6.84
"hsc2290",29,0.826,0.101,24.0,0.797,0.147,2.71,0.962,"nan","nan","nan","nan",6.91476544,0.64,0.49,29,5.18
"lisc3663",25,0.204,0.068,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.42,0,3.28
"lisc3696",25,0.234,0.076,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.08,0.32,0,2.98
"lisc3690",25,0.219,0.088,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.29,0,2.92
"cwnu1553",47,0.291,0.092,29.0,0.255,0.102,4.02,0.743,"nan","nan","nan","nan",5.77875684,0.55,0.64,47,5.6
"fsr1523",30,0.187,0.195,"nan","nan","nan","nan","nan",17.0,0.124,0.408,3.01,"nan",0.96,0.44,30,5.44
"cwwdl208",25,0.245,0.133,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.8,0,1.66
"lisc3702",25,0.261,0.09,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.26,0,9.92
"hsc2294",25,0.245,0.07,85.0,0.215,0.201,4.05,0.57,"nan","nan","nan","nan",3.87526514,0.16,0.73,24,2.73
"loden1",50,0.205,0.217,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.97,0.41,50,10.36
"hsc2296",45,0.355,0.094,53.0,0.348,0.15,6.88,0.404,"nan","nan","nan","nan",3.749585,0.31,0.55,45,6.88
"ocsn87",35,7.146,0.806,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.78,35,5.9
"lisc3650",25,0.205,0.076,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.17,0.31,0,4.68
"dbsb125",40,0.34,0.111,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.54,40,6.84
"cwnu1375",49,0.693,0.125,48.0,0.635,0.173,3.94,0.994,"nan","nan","nan","nan",3.87764157,0.89,0.49,49,3.02
"mwsc4146",78,0.211,0.591,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.91,0.37,78,12.41
"lisc3657",25,0.234,0.062,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.31,0,9.2
"lisc3661",25,0.219,0.071,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.34,0,3.19
"cwnu265",38,0.792,0.113,34.0,0.762,0.127,4.65,0.988,"nan","nan","nan","nan",7.91707073,0.89,0.57,38,4.92
"lisc3697",25,0.301,0.085,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.29,0,6.67
"fsr1524",25,0.395,0.526,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.18,0.23,0,2.28
"lisc3689",25,0.231,0.069,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.24,0.27,0,3.27
"lisc3649",25,0.233,0.065,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.46,0.3,0,3.5
"hsc2298",66,1.605,0.284,61.0,1.583,0.438,9.12,0.993,"nan","nan","nan","nan",8.89227369,0.69,0.59,66,6.4
"ascc58",232,2.12,0.295,236.0,2.092,0.411,4.24,0.997,133.0,2.06,0.373,5.02,19.43184966,1.0,1.0,232,4.13
"cwnu1764",25,0.652,0.128,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.33,0.54,22,3.48
"dbsb40",25,0.433,0.23,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.8,0.83,0,1.55
"hd88174group",43,0.388,0.247,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.45,43,3.45
"hsc2302",25,0.408,0.28,27.0,0.394,0.144,1.96,0.406,"nan","nan","nan","nan",6.09666443,0.63,0.35,0,2.5
"cwnu2678",51,0.383,0.128,22.0,0.35,0.139,1.69,0.981,"nan","nan","nan","nan",3.17683095,0.49,0.6,51,3.65
"ngc3446",25,0.198,0.54,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.7,0.3,0,5.29
"fof2290",86,0.925,0.11,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.73,86,3.71
"cwwdl14103",84,0.926,0.109,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.98,0.74,84,3.77
"vdbh84",189,0.263,0.164,110.0,0.228,0.123,1.86,0.731,57.0,0.181,0.209,2.09,15.11416527,0.28,0.77,189,2.1
"hsc2304",88,0.926,0.114,116.0,0.9,0.177,3.85,0.999,"nan","nan","nan","nan",12.86513098,1.0,0.7,88,3.58
"gulliver35",77,0.458,0.088,82.0,0.43,0.115,3.31,0.999,19.0,0.414,0.109,3.88,13.87042215,0.86,0.82,77,2.86
"fsr1527",85,0.421,0.172,95.0,0.392,0.252,4.41,0.066,"nan","nan","nan","nan",7.79641786,0.86,0.62,85,4.49
"loden27",29,0.351,0.139,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.63,0.41,29,7.21
"cwnu2452",65,0.225,0.092,70.0,0.199,0.119,3.01,0.231,"nan","nan","nan","nan",4.55736359,0.76,0.73,65,4.14
"teutsch44",266,0.151,0.232,121.0,0.136,0.153,3.52,0.117,30.0,0.12,0.132,4.19,13.18153961,1.0,0.57,266,4.43
"oc0533",30,0.162,0.14,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.43,30,10.23
"loden28",25,0.329,0.366,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.23,0.25,0,2.39
"hsc2305",37,0.409,0.109,37.0,0.376,0.13,9.01,0.536,"nan","nan","nan","nan",4.35165399,0.96,0.56,37,6.83
"fsr1530",71,0.208,0.162,19.0,0.179,0.106,1.48,0.144,46.0,0.175,0.415,3.65,5.23914067,1.0,0.57,71,6.15
"cwnu2138",37,0.501,0.11,13.0,0.472,0.076,3.62,0.994,"nan","nan","nan","nan",4.04892262,0.17,0.49,37,5.75
"hsc2306",38,0.426,0.111,33.0,0.368,0.142,6.18,0.704,"nan","nan","nan","nan",3.64174827,0.53,0.57,38,6.15
"lisc3660",25,0.204,0.085,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.69,0.27,0,6.27
"hsc2327",39,4.444,1.58,91.0,4.366,3.019,9.7,0.948,"nan","nan","nan","nan",14.72935836,0.37,0.38,39,4.96
"hsc2308",25,0.31,0.371,11.0,0.28,0.118,6.75,0.154,"nan","nan","nan","nan",3.71994154,0.58,0.31,0,3.28
"hsc2309",32,0.597,0.121,63.0,0.554,0.202,4.16,0.921,"nan","nan","nan","nan",5.5600877,0.15,0.53,32,6.14
"hsc2311",35,0.089,0.175,17.0,0.057,0.076,13.28,0.673,"nan","nan","nan","nan",5.05098286,0.7,0.4,35,8.5
"loden46",47,0.913,0.131,71.0,0.882,0.238,4.31,0.994,39.0,0.87,0.15,6.52,12.37506153,0.99,0.59,47,4.05
"hsc2312",25,0.576,0.132,17.0,0.571,0.084,2.77,1.0,"nan","nan","nan","nan",3.84484493,0.74,0.41,0,2.53
"hsc2314",168,1.268,3.234,15.0,1.132,0.648,14.49,0.639,"nan","nan","nan","nan",3.55432923,0.97,0.13,168,8.76
"hsc2315",100,0.414,0.169,101.0,0.384,0.192,6.44,0.186,"nan","nan","nan","nan",10.80598449,0.66,0.57,100,7.52
"cwwdl214",28,0.362,0.042,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.77,0.9,28,3.29
"fof676",36,0.362,0.048,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.91,36,2.89
"oc0534",42,0.379,0.068,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.83,42,2.15
"fsr1531",25,0.223,0.284,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.26,0,3.39
"cwnu1311",73,0.336,0.234,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.57,0.46,73,9.44
"ruprecht86",25,0.291,0.336,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.29,0.24,0,1.8
"dbsb43",126,0.218,0.109,77.0,0.196,0.092,2.84,0.948,26.0,0.186,0.15,2.05,11.13159846,0.51,0.78,126,3.2
"cwnu1579",40,0.429,0.059,113.0,0.395,0.12,6.8,0.2,"nan","nan","nan","nan",9.58468327,0.12,0.87,40,3.93
"oc0535",26,0.445,0.08,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.62,0.75,26,1.63
"cwnu287",79,2.311,0.431,36.0,2.281,0.287,1.53,0.771,"nan","nan","nan","nan",4.60235573,0.98,0.78,79,2.52
"vdbh92",75,0.403,0.083,136.0,0.384,0.178,1.88,0.952,41.0,0.386,0.147,0.9,12.43766172,0.6,0.9,75,2.53
"cwnu264",35,0.782,0.147,20.0,0.772,0.145,2.43,0.998,"nan","nan","nan","nan",6.35471022,0.84,0.47,35,4.39
"cwwdl485",25,0.24,0.133,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.18,0.39,19,4.0
"hsc2319",25,0.462,0.329,20.0,0.459,0.177,5.39,0.095,"nan","nan","nan","nan",4.63048672,0.11,0.25,0,2.9
"hsc2320",55,0.209,0.102,40.0,0.188,0.086,2.68,0.965,"nan","nan","nan","nan",8.05818334,0.57,0.7,55,3.2
"eso16804",25,0.234,0.331,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.32,0,2.86
"ubc1474",70,0.62,0.094,106.0,0.581,0.155,3.62,0.999,"nan","nan","nan","nan",11.59889151,0.91,0.82,70,4.36
"loden59",44,0.139,0.091,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.59,0.53,44,20.93
"hsc2283",33,9.277,5.33,87.0,9.156,18.513,17.75,0.479,"nan","nan","nan","nan",3.33829314,0.09,0.31,33,11.06
"bochum8",408,0.404,0.221,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.95,0.74,408,2.52
"vdbh90",351,0.402,0.179,250.0,0.37,0.158,2.09,0.989,126.0,0.361,0.179,2.03,21.15402823,0.99,0.77,351,2.68
"mwsc5674",176,0.273,0.887,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.38,176,10.34
"cwnu2072",38,0.616,0.091,22.0,0.587,0.131,1.66,0.995,"nan","nan","nan","nan",6.90983063,0.75,0.54,38,3.16
"hsc2321",29,0.643,0.091,18.0,0.617,0.095,3.34,1.0,"nan","nan","nan","nan",5.9204637,0.98,0.48,29,5.84
"ngc3114",1274,1.007,0.234,1624.0,0.978,0.275,4.99,1.0,1222.0,0.953,0.268,7.5,99.0,1.0,0.89,1274,5.08
"hsc2322",25,0.252,0.202,36.0,0.219,0.124,9.21,0.203,"nan","nan","nan","nan",4.0436677,0.16,0.35,0,3.12
"oc0536",56,0.186,0.099,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.47,0.68,56,5.79
"fsr1535",25,0.238,0.091,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.38,0.5,5,9.78
"hsc2324",33,0.42,0.062,24.0,0.394,0.079,4.9,0.974,"nan","nan","nan","nan",6.9566177,0.36,0.72,33,5.47
"eso26501",51,0.159,0.482,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.58,0.33,51,12.07
"hsc2325",112,0.207,0.157,105.0,0.165,0.179,15.44,0.021,"nan","nan","nan","nan",11.53696348,1.0,0.61,112,10.12
"teutschj095986040",37,0.116,0.111,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.47,37,14.54
"lisc0192",25,0.319,0.205,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.39,0,2.46
"cwwdl3451",25,0.272,0.308,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.33,0.22,0,2.57
"ocsn88",100,11.228,8.475,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.41,0.5,100,4.56
"cwnu2702",25,0.351,0.067,25.0,0.312,0.089,2.73,0.948,"nan","nan","nan","nan",3.0590909,0.5,0.59,25,3.48
"cwnu2",89,1.229,0.395,29.0,1.385,0.404,7.5,0.94,"nan","nan","nan","nan",4.21117445,0.43,0.51,89,8.54
"cwnu2304",56,0.281,0.078,133.0,0.261,0.182,6.21,0.349,"nan","nan","nan","nan",6.9565468,0.17,0.73,56,7.25
"phoc12",37,0.54,0.098,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.85,0.52,37,4.85
"oc0537",109,0.224,0.117,138.0,0.23,0.266,3.55,0.101,"nan","nan","nan","nan",3.05887234,0.95,0.75,109,3.9
"ubc1475",25,0.285,0.065,34.0,0.255,0.103,3.53,0.81,"nan","nan","nan","nan",7.56438277,0.35,0.82,12,2.76
"hsc2326",25,0.31,0.872,15.0,0.305,0.707,7.0,0.004,"nan","nan","nan","nan",4.04788396,0.29,0.51,0,9.1
"ngc3036",25,0.186,0.36,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.45,0.22,0,3.44
"cwnu2046",25,0.422,0.33,16.0,0.395,0.125,4.25,0.999,"nan","nan","nan","nan",5.38941209,0.27,0.27,0,2.41
"ngc1557",25,0.027,0.133,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,1.0,0,45.25
"fsr1536",25,0.171,0.311,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.33,0,4.08
"cwnu1846",25,0.33,0.14,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.48,0,2.56
"oc0538",160,0.323,0.116,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.85,160,2.79
"trumpler12",232,0.287,0.117,354.0,0.27,0.15,3.41,0.987,158.0,0.255,0.123,3.38,25.48162718,1.0,0.95,232,3.24
"ascc59",25,0.514,0.427,12.0,0.499,0.086,3.36,0.882,"nan","nan","nan","nan",3.04239277,0.09,0.24,0,3.11
"cwnu1531",25,0.457,0.164,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.4,0,2.55
"hsc2329",126,0.332,0.13,57.0,0.294,0.111,5.22,0.451,"nan","nan","nan","nan",4.24072835,0.27,0.61,126,7.1
"cwnu2359",25,0.413,0.179,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.32,0.42,0,2.18
"hogg6",25,0.126,0.152,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.51,0.43,0,5.54
"cwnu2705",25,0.44,0.233,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.36,0,2.97
"ubc1476",25,0.359,0.065,37.0,0.325,0.11,1.01,0.825,"nan","nan","nan","nan",4.39981201,0.31,0.75,0,2.19
"vdbh91",25,0.325,0.091,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.28,0.44,16,6.09
"cwnu2436",25,0.395,0.081,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.57,20,3.09
"alessiteutsch14",25,0.252,0.349,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.52,0.23,0,2.89
"cwnu2087",25,0.455,0.29,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.31,0,2.11
"cwwdl3452",25,0.282,0.099,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.4,13,10.52
"fof782",70,0.308,0.093,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.6,0.83,70,1.51
"hsc2330",69,0.308,0.094,91.0,0.279,0.206,1.3,0.953,"nan","nan","nan","nan",10.46518415,0.6,0.81,69,1.51
"cwwdl772",28,0.307,0.056,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.33,0.87,28,1.23
"alessi146",25,0.194,0.28,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.19,0.24,0,2.7
"cwnu1816",37,0.439,0.076,56.0,0.411,0.141,5.0,0.86,"nan","nan","nan","nan",4.86551395,0.28,0.72,37,5.9
"teutschj102665658",25,0.392,0.174,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.48,20,2.08
"teutsch69",25,0.129,0.084,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.19,0.52,23,10.82
"teutschj102185802",48,0.332,0.097,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.28,0.64,48,3.59
"cwwdl215",25,0.26,0.191,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.22,0.37,0,3.47
"ngc3330",210,0.604,0.157,161.0,0.574,0.153,2.25,0.98,92.0,0.56,0.126,3.92,18.75998247,1.0,0.72,210,2.84
"hsc2331",115,0.392,0.088,29.0,0.362,0.07,1.51,0.969,"nan","nan","nan","nan",6.76118503,0.38,0.83,115,6.16
"lisc1556",25,0.346,0.193,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.37,0,3.87
"ubc496",86,0.623,0.098,94.0,0.585,0.208,4.57,0.994,21.0,0.571,0.116,3.48,10.13131497,0.99,0.72,86,7.28
"cwnu2424",28,0.395,0.071,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.57,28,7.36
"bica417",112,0.254,0.16,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.96,0.64,112,3.44
"westerlund2",502,0.233,0.245,101.0,0.192,0.174,0.9,0.019,168.0,0.185,0.416,1.67,8.19806369,1.0,0.68,502,6.62
"hsc2332",58,0.212,0.094,73.0,0.19,0.142,6.23,0.085,"nan","nan","nan","nan",5.19129609,0.98,0.69,58,9.33
"cwnu2323",44,0.376,0.105,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.62,44,3.25
"hsc2333",67,0.132,0.364,13.0,0.099,0.111,10.26,0.597,"nan","nan","nan","nan",3.21977483,0.43,0.36,67,6.83
"hsc2334",47,0.273,0.089,23.0,0.255,0.082,1.18,0.533,"nan","nan","nan","nan",4.86325068,0.1,0.74,47,1.7
"loden89",25,0.341,0.155,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.23,0.42,19,3.75
"hsc2335",36,4.714,1.138,17.0,4.835,1.822,1.09,0.992,"nan","nan","nan","nan",4.59002372,0.46,0.42,36,6.17
"hsc2337",33,0.529,0.079,39.0,0.501,0.118,5.61,1.0,"nan","nan","nan","nan",4.31728336,0.98,0.67,33,6.32
"hsc2338",90,0.296,0.159,44.0,0.244,0.124,1.49,0.056,"nan","nan","nan","nan",4.97603777,0.68,0.57,90,3.05
"cwnu2638",33,0.407,0.068,56.0,0.366,0.137,3.38,0.249,"nan","nan","nan","nan",6.61340937,0.29,0.75,33,3.0
"cwnu2488",47,0.336,0.099,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.56,47,6.32
"trumpler11",140,0.29,0.108,153.0,0.262,0.128,2.99,1.0,70.0,0.245,0.123,4.01,16.90831008,1.0,0.81,140,3.11
"oc0539",173,0.291,0.121,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.82,173,3.7
"cwnu2730",25,0.386,0.224,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.31,0,2.11
"cwnu2219",25,0.405,0.257,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.06,0.35,0,2.66
"ngc3247",159,0.419,0.122,233.0,0.393,0.163,3.92,0.992,112.0,0.36,0.131,5.23,21.62099466,1.0,0.8,159,3.12
"mwsc5671",25,0.073,0.334,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.59,0.62,0,22.71
"ic2581",240,0.401,0.103,153.0,0.372,0.097,2.49,0.991,103.0,0.354,0.082,2.93,17.67130347,1.0,1.0,240,3.84
"ubc1477",25,0.324,0.042,39.0,0.297,0.105,2.03,0.365,"nan","nan","nan","nan",6.20105859,0.18,0.78,0,6.55
"ruprecht161",78,1.139,0.189,108.0,1.107,0.287,4.09,0.998,76.0,1.091,0.283,6.06,13.13795092,1.0,0.66,78,3.7
"sai112",34,0.175,0.125,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.75,0.48,34,2.83
"loden112",32,0.419,0.066,27.0,0.392,0.105,3.43,0.999,"nan","nan","nan","nan",5.76208442,0.47,0.66,32,4.03
"fsr1541",25,0.273,0.409,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.22,0,3.2
"cwnu2300",116,0.246,0.103,47.0,0.21,0.118,2.78,0.783,"nan","nan","nan","nan",5.05475142,0.8,0.64,116,7.09
"ubc497",171,0.558,0.121,"nan","nan","nan","nan","nan",67.0,0.522,0.141,1.6,"nan",0.89,0.84,171,3.65
"ubc257",70,0.517,0.059,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.76,70,5.35
"teutsch226",139,0.559,0.116,152.0,0.534,0.15,3.2,0.753,"nan","nan","nan","nan",18.94572886,0.89,0.76,139,2.81
"cwwdl13311",26,0.517,0.054,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.84,0.61,26,3.15
"fof2059",30,0.513,0.045,"nan","nan","nan","nan","nan",88.0,0.472,0.109,7.06,"nan",0.88,0.64,30,4.08
"oc0540",37,0.525,0.058,208.0,0.488,0.144,5.5,0.996,"nan","nan","nan","nan",17.81200608,0.97,0.66,37,4.04
"ubc498",25,0.337,0.049,76.0,0.308,0.119,2.48,0.987,31.0,0.295,0.095,2.9,7.82139939,0.9,0.95,0,1.64
"hsc2339",25,0.279,0.04,26.0,0.262,0.078,0.99,0.521,"nan","nan","nan","nan",3.56318786,0.2,0.75,20,5.11
"oc0541",26,0.338,0.053,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.66,0.84,26,2.41
"oc0542",27,0.294,0.068,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.2,0.66,27,4.35
"ruprecht89",25,0.28,0.278,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.26,0.25,0,2.8
"sai113",127,0.24,0.114,59.0,0.211,0.14,4.08,0.181,63.0,0.176,0.213,3.02,6.17554222,0.79,0.71,127,3.88
"saurer3",251,0.198,0.183,64.0,0.126,0.132,2.51,0.746,"nan","nan","nan","nan",8.28923227,0.76,0.59,251,9.26
"ubc1478",39,0.3,0.053,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.89,39,3.3
"fsr1542",81,0.291,0.098,53.0,0.242,0.082,1.29,0.808,"nan","nan","nan","nan",9.26925748,0.99,0.9,81,1.4
"oc0543",33,0.279,0.057,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.87,0.79,33,1.77
"dbsb48",25,0.311,0.309,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.36,0.27,0,2.62
"hsc2341",25,1.333,0.817,37.0,1.319,0.34,7.04,0.998,"nan","nan","nan","nan",4.17649974,0.4,0.19,0,2.44
"fsr1543",25,0.244,0.539,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.65,0.28,0,5.25
"fof1490",51,0.348,0.107,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.49,51,6.6
"ruprecht84",185,0.549,0.154,235.0,0.511,0.279,3.55,0.988,63.0,0.506,0.164,2.13,18.6340057,1.0,0.81,185,3.34
"loden143",25,0.269,0.274,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.39,0.25,0,3.35
"hsc2342",29,0.412,0.044,27.0,0.379,0.085,3.03,0.969,"nan","nan","nan","nan",5.50281992,0.1,0.82,29,4.17
"hsc2343",30,0.272,0.065,19.0,0.242,0.082,2.93,0.989,"nan","nan","nan","nan",4.85531061,0.22,0.6,30,5.67
"ubc1479",25,0.282,0.034,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.45,1.0,12,4.02
"mwsc5122",25,0.376,1.12,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.67,0.34,0,4.72
"trumpler13",442,0.239,0.134,313.0,0.208,0.105,2.63,1.0,189.0,0.186,0.134,4.16,24.71066496,1.0,0.87,442,3.77
"ubc258",100,0.415,0.07,56.0,0.385,0.091,2.75,0.989,51.0,0.393,0.143,4.89,10.26300516,0.94,0.87,100,9.04
"cwnu2509",29,0.197,0.04,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.3,0.86,29,5.91
"cwwdl2181",43,0.413,0.065,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.97,0.87,43,2.47
"cwnu2545",26,0.438,0.06,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.79,0.51,26,7.7
"ascc60",25,0.209,0.192,146.0,0.186,0.15,6.88,0.037,"nan","nan","nan","nan",7.76545007,0.45,0.4,0,2.64
"loden153",25,0.408,0.285,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.61,0.41,0,1.78
"cwnu2275",66,0.212,0.086,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.75,0.78,66,4.39
